movieId,title,release_year
74508,Persuasion,2007
74510,The Girl Who Played with Fire (Flickan som lekte med elden),2009
74530,Percy Jackson & the Olympians: The Lightning Thief,2010
74532,Cop Out,2010
74545,The Ghost Writer,2010
74553,The Secret of Kells,2009
74580,The Spy Next Door,2010
74624,Agora,2009
74647,Motherhood,2009
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum),2009
74677,The Yes Men Fix the World,2009
74683,Mike Bassett: England Manager,2001
74685,The Crazies,2010
74688,Dear John,2010
74696,Last Train Home,2009
74698,Tooth Fairy,2010
74727,Gentlemen of Fortune (Dzhentlmeny udachi),1972
74750,[REC]²,2009
74754,The Room,2003
74789,Alice in Wonderland,2010
74791,"Town Called Panic, A (Panique au village)",2009
74795,Green Zone,2010
74851,From Paris with Love,2010
74868,Dorian Gray,2009
74916,Greenberg,2010
74946,She's Out of My League,2010
74948,Harry Brown,2009
75341,Remember Me,2010
75389,The Burrowers,2008
75395,Frozen,2010
75416,Generation X,1996
75446,Little Ashes,2008
75803,Our Family Wedding,2010
75805,The Bounty Hunter,2010
75813,Leaves of Grass,2009
75816,Women in Trouble,2009
75947,Mondo Cane,1962
75985,Repo Men,2010
76030,Case 39,2009
76054,Oceans (Océans),2009
76060,The Slammin' Salmon,2009
76077,Hot Tub Time Machine,2010
76091,Mother (Madeo),2009
76093,How to Train Your Dragon,2010
76143,The Bone Man (Der Knochenmann),2009
76173,Micmacs (Micmacs à tire-larigot),2009
76175,Clash of the Titans,2010
76251,Kick-Ass,2010
76293,Date Night,2010
76301,The Emperor's New Groove 2: Kronk's New Groove,2005
76738,Steam of Life (Miesten vuoro),2010
76743,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón),2003
76751,American Drug War: The Last White Hope,2007
76763,The Runaways,2010
77177,Wild China,2008
77191,Death at a Funeral,2010
77201,Valhalla Rising,2009
77206,Diary of a Wimpy Kid,2010
77233,The Union: The Business Behind Getting High,2007
77266,Disgrace,2008
77364,The Losers,2010
77414,The Last Song,2010
77421,Cyrus,2010
77427,The Human Centipede (First Sequence),2009
77455,Exit Through the Gift Shop,2010
77561,Iron Man 2,2010
77667,MacGruber,2010
77688,Three Men and a Cradle (3 hommes et un couffin),1985
77709,The Sky Crawlers (Sukai kurora),2008
77795,Cargo,2009
77798,"Nightmare on Elm Street, A",2010
77800,Four Lions,2010
77841,St Trinian's 2: The Legend of Fritton's Gold,2009
77846,12 Angry Men,1997
77866,Robin Hood,2010
77881,Lovers & Leavers (Kuutamolla),2002
77893,Merantau,2009
77931,Stingray Sam,2009
78034,Cemetery Junction,2010
78039,Blue Valentine,2010
78041,Killers,2010
78088,Buried,2010
78103,Shake Hands with the Devil,2007
78105,Prince of Persia: The Sands of Time,2010
78116,Please Give,2010
78142,Baarìa,2009
78160,Ricky Gervais Live: Animals,2003
78174,Sex and the City 2,2010
78209,Get Him to the Greek,2010
78218,Unthinkable,2010
78264,The Back-up Plan,2010
78266,Splice,2009
78316,Letters to Juliet,2010
78349,Exam,2009
78467,Jonah Hex,2010
78469,The A-Team,2010
78499,Toy Story 3,2010
78544,Ricky Gervais Live 3: Fame,2007
78574,Winter's Bone,2010
78620,The Scalphunters,1968
78626,Barking Dogs Never Bite (Flandersui gae),2000
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter),2010
78703,TiMER,2009
78746,Best Worst Movie,2009
78772,The Twilight Saga: Eclipse,2010
78836,Enter the Void,2009
78893,The Last Airbender,2010
78959,Endgame,2009
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy,2004
79008,South Park: Imaginationland,2008
79057,Predators,2010
79073,When You're Strange,2009
79091,Despicable Me,2010
79132,Inception,2010
79134,Grown Ups,2010
79139,The Sorcerer's Apprentice,2010
79185,Knight and Day,2010
79224,The Karate Kid,2010
79242,The Kids Are All Right,2010
79251,"Serbian Film, A (Srpski film)",2010
79259,Cherrybomb,2009
79274,Batman: Under the Red Hood,2010
79293,Salt,2010
79299,The No. 1 Ladies' Detective Agency,2008
79333,Watch Out for the Automobile (Beregis avtomobilya),1966
79357,Mr. Nobody,2009
79428,Dinner for Schmucks,2010
79501,Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka),2002
79536,Hellsinki (Rööperi),2009
79553,Ip Man 2,2010
79572,Ramona and Beezus,2010
79590,The Rebound,2009
79592,The Other Guys,2010
79677,The Two Escobars,2010
79684,Paper Man,2009
79695,The Expendables,2010
79702,Scott Pilgrim vs. the World,2010
79798,I Killed My Mother (J'ai tué ma mère),2009
79868,Heartless,2009
79879,Piranha (Piranha 3D),2010
79895,The Extraordinary Adventures of Adèle Blanc-Sec,2010
79897,Get Low,2009
79946,The Joneses,2009
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),1989
80094,The Last Exorcism,2010
80126,The American,2010
80139,Jackass 2.5,2007
80162,The Horde (La Horde),2009
80166,The Switch,2010
80219,Machete,2010
80241,Going the Distance,2010
80363,Resident Evil: Afterlife,2010
80454,Princess (Prinsessa),2010
80463,The Social Network,2010
80478,"Man Vanishes, A (Ningen Johatsu)",1967
80489,The Town,2010
80549,Easy A,2010
80551,Eat Pray Love,2010
80553,Howl,2010
80572,I'm Still Here,2010
80584,"Patrik Age 1.5 (Patrik 1,5)",2008
80586,Flipped,2010
80590,Wall Street: Money Never Sleeps,2010
80615,Legend of the Guardians: The Owls of Ga'Hoole,2010
80693,It's Kind of a Funny Story,2010
80727,Middle Men,2009
80748,Alice in Wonderland,1933
80831,Let Me In,2010
80834,Sintel,2010
80839,Secretariat,2010
80846,Devil,2010
80858,You Again,2010
80860,Life as We Know It,2010
80862,Catfish,2010
80864,You Will Meet a Tall Dark Stranger,2010
80880,Stone,2010
80906,Inside Job,2010
80917,Monsters,2010
80969,Never Let Me Go,2010
81018,The Illusionist (L'illusionniste),2010
81087,Luck by Chance,2009
81132,Rubber,2010
81156,Jackass 3D,2010
81158,Restrepo,2010
81191,Waiting for 'Superman',2010
81229,Red,2010
81257,In a Better World (Hævnen),2010
81383,Heartbreaker (L'Arnacoeur),2010
81417,Paranormal Activity 2,2010
81456,Heartbeats (Les amours imaginaires),2010
81512,Hereafter,2010
81520,Undisputed III: Redemption,2010
81535,Saw VII 3D - The Final Chapter,2010
81537,Due Date,2010
81562,127 Hours,2010
81564,Megamind,2010
81591,Black Swan,2010
81681,I Shot Jesse James,1949
81782,Unstoppable,2010
81784,Morning Glory,2010
81786,Certified Copy (Copie conforme),2010
81788,The Next Three Days,2010
81791,Somewhere,2010
81819,Biutiful,2010
81831,The First Beautiful Thing (La prima cosa bella),2010
81834,Harry Potter and the Deathly Hallows: Part 1,2010
81845,The King's Speech,2010
81847,Tangled,2010
81910,The Art of the Steal,2009
81932,The Fighter,2010
81949,The Romantics,2010
82041,The Loved Ones,2009
82053,Casino Jack,2010
82088,Vincent Wants to Sea (Vincent will meer),2010
82093,London Boulevard,2010
82095,Skyline,2010
82152,Beastly,2011
82167,Love and Other Drugs,2010
82169,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
82202,The Tourist,2010
82242,Rare Exports: A Christmas Tale (Rare Exports),2010
82366,Hatchet II,2010
82378,All Good Things,2010
82459,True Grit,2010
82461,Tron: Legacy,2010
82499,How Do You Know,2010
82527,Barney's Version,2010
82534,The Company Men,2010
82641,The One-Armed Swordsman (Dubei dao),1967
82667,I Saw the Devil (Akmareul boatda),2010
82684,Trash Humpers,2009
82744,Faster,2010
82765,Little Big Soldier (Da bing xiao jiang),2010
82767,Rabbit Hole,2010
82848,One Week,1920
82852,Little Fockers,2010
82854,Gulliver's Travels,2010
82857,Sweetgrass,2009
83086,Burlesque,2010
83132,The Secret World of Arrietty (Kari-gurashi no Arietti),2010
83134,Tucker & Dale vs Evil,2010
83177,Yogi Bear,2010
83270,Made in Dagenham,2010
83349,The Green Hornet,2011
83369,The Way Back,2010
83374,The Warrior's Way,2010
83480,Season of the Witch,2011
83601,Amer,2009
83613,Cowboys & Aliens,2011
83796,Anything for Her (Pour elle),2008
83803,Day & Night,2010
83827,Marwencol,2010
83910,The Dilemma,2011
83969,Down Argentine Way,1940
83976,The Trip,2010
84152,Limitless,2011
84156,Happy People: A Year in the Taiga,2010
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),2009
84189,I Spit on Your Grave,2010
84240,Even the Rain (También la lluvia),2010
84246,It Happened on Fifth Avenue,1947
84273,Zeitgeist: Moving Forward,2011
84374,No Strings Attached,2011
84392,The Lincoln Lawyer,2011
84414,All-Star Superman,2011
84512,Girls About Town,1931
84523,Kill! (Kiru),1968
84553,Pekka ja Pätkä salapoliiseina,1957
84615,Cedar Rapids,2011
84637,Gnomeo & Juliet,2011
84696,Burke and Hare,2010
84716,Castaway on the Moon (Kimssi pyoryugi),2009
84772,Paul,2011
84799,The Asphyx,1973
84844,Brother 2 (Brat 2),2000
84847,Emma,2009
84942,Drive Angry,2011
84944,Rango,2011
84950,Take Me Home Tonight,2011
84952,Confessions (Kokuhaku),2010
84954,The Adjustment Bureau,2011
85020,The Mechanic,2011
85022,Hall Pass,2011
85025,The Eagle,2011
85056,I Am Number Four,2011
85131,Battle: Los Angeles,2011
85179,Summer Wars (Samâ wôzu),2009
85213,The Sunset Limited,2011
85259,Winnie the Pooh and the Honey Tree,1966
85261,Mars Needs Moms,2011
85295,Scooby-Doo! Curse of the Lake Monster,2010
85316,Winnie the Pooh and Tigger Too,1974
85334,Hard Ticket to Hawaii,1987
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro),2010
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1),2008
85367,Just Go with It,2011
85394,Cave of Forgotten Dreams,2010
85397,Red Riding Hood,2011
85399,"Big Mommas: Like Father, Like Son",2011
85401,Super,2010
85412,The Troll Hunter (Trolljegeren),2010
85414,Source Code,2011
85438,Jane Eyre,2011
85510,Sucker Punch,2011
85565,Chalet Girl,2011
85736,BURN-E,2008
85774,Senna,2010
85780,Family Guy Presents: It's a Trap,2010
85788,Insidious,2010
85796,Hobo with a Shotgun,2011
85881,Win Win,2011
85885,Room in Rome (Habitación en Roma),2010
86000,Boy,2010
86014,Diary of a Wimpy Kid: Rodrick Rules,2011
86028,Henry's Crime,2010
86059,Hop,2011
86066,Playing the Victim (Izobrazhaya zhertvu),2006
86068,Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad),2005
86142,13 Assassins (Jûsan-nin no shikaku),2010
86190,Hanna,2011
86237,Connections,1978
86279,Into Eternity,2010
86286,Daffy Duck's Quackbusters,1988
86290,American: The Bill Hicks Story,2009
86293,Arthur,2011
86295,Scream 4,2011
86298,Rio,2011
86320,Melancholia,2011
86332,Thor,2011
86345,Louis C.K.: Hilarious,2010
86347,Louis C.K.: Chewed Up,2008
86355,Atlas Shrugged: Part 1,2011
86377,Louis C.K.: Shameless,2007
86487,Mildred Pierce,2011
86504,Voices from the List,2004
86548,Water for Elephants,2011
86593,African Cats,2011
86628,Kill the Irishman,2011
86644,The Fast Five (Fast and the Furious 5),2011
86668,Louis Theroux: Law & Disorder,2008
86721,Idiots and Angels,2008
86781,Incendies,2010
86815,Soul Surfer,2011
86817,Something Borrowed,2011
86833,Bridesmaids,2011
86835,Priest,2011
86864,Mothra (Mosura),1961
86880,Pirates of the Caribbean: On Stranger Tides,2011
86882,Midnight in Paris,2011
86892,The Man from Nowhere,2010
86898,The Tree of Life,2011
86911,The Hangover Part II,2011
86922,Nothing to Declare (Rien à déclarer),2010
86960,Across the Hall,2009
87028,The Roommate,2011
87192,Attack the Block,2011
87194,The Way,2010
87197,Let the Bullets Fly,2010
87222,Kung Fu Panda 2,2011
87232,X-Men: First Class,2011
87234,Submarine,2010
87287,American Grindhouse,2010
87298,Everything Must Go,2010
87304,Beginners,2010
87306,Super 8,2011
87413,Bernie,1996
87430,Green Lantern,2011
87444,Elektra Luxx,2010
87483,Mr. Popper's Penguins,2011
87485,Bad Teacher,2011
87520,Transformers: Dark of the Moon,2011
87522,Larry Crowne,2011
87529,Your Highness,2011
87660,Too Big to Fail,2011
87785,Takers,2010
87834,My Life as McDull (Mak dau goo si),2001
87867,Zookeeper,2011
87869,Horrible Bosses,2011
87876,Cars 2,2011
87960,Between the Folds,2008
88069,Delhi Belly,2011
88094,Upside Down: The Creation Records Story,2010
88108,Monte Carlo,2011
88125,Harry Potter and the Deathly Hallows: Part 2,2011
88129,Drive,2011
88140,Captain America: The First Avenger,2011
88163,"Crazy, Stupid, Love.",2011
88179,One Day,2011
88235,The Guard,2011
88267,Winnie the Pooh,2011
88272,The Woman,2011
88327,The New One-Armed Swordsman (Xin du bi dao),1971
88345,Mike's New Car,2002
88356,The Smurfs,2011
88405,Friends with Benefits,2011
88448,Paper Birds (Pájaros de papel),2010
88515,Blitz,2011
88593,The Yellow Sea (a.k.a. The Murderer) (Hwanghae),2010
88672,Our Idiot Brother,2011
88697,SUBWAYStories: Tales from the Underground,1997
88699,Death Race 2,2010
88744,Rise of the Planet of the Apes,2011
88746,Terri,2011
88785,The Change-Up,2011
88810,The Help,2011
88812,30 Minutes or Less,2011
88911,My Afternoons with Margueritte (La tête en friche),2010
88932,Final Destination 5,2011
88954,"Very Harold & Kumar 3D Christmas, A",2011
89028,Don't Be Afraid of the Dark,2010
89030,Fright Night,2011
89039,Another Earth,2011
89047,Hesher,2010
89072,Stake Land,2010
89085,The Debt,2011
89087,Colombiana,2011
89090,Bill Cunningham New York,2011
89118,The Skin I Live In (La piel que habito),2011
89190,Conan the Barbarian,2011
89208,Walled In,2009
89281,Birdemic: Shock and Terror,2010
89305,The Inbetweeners Movie,2011
89343,Red State,2011
89386,Pearl Jam Twenty,2011
89388,I Don't Know How She Does It,2011
89427,Shark Night 3D,2011
89470,Contagion,2011
89492,Moneyball,2011
89580,Neds,2010
89582,Cold Fish (Tsumetai nettaigyo),2010
89586,Phineas and Ferb the Movie: Across the 2nd Dimension,2011
89678,Northanger Abbey,2007
89745,The Avengers,2012
89753,Tinker Tailor Soldier Spy,2011
89759,"Separation, A (Jodaeiye Nader az Simin)",2011
89761,"Dangerous Method, A",2011
89774,Warrior,2011
89804,The Ides of March,2011
89837,Kill List,2011
89840,Killer Elite,2011
89862,Bellflower,2011
89864,50/50,2011
89898,Generation P,2011
89904,The Artist,2011
89939,Gigi,1949
89945,BlinkyTM,2011
90057,Take Shelter,2011
90243,Three Outlaw Samurai (Sanbiki no samurai),1964
90245,Antonio Gaudí,1985
90249,Real Steel,2011
90343,Footloose,2011
90345,The Thing,2011
90353,Beautiful Boy,2010
90357,Tyrannosaur,2011
90374,Martha Marcy May Marlene,2011
90376,We Need to Talk About Kevin,2011
90384,Behind Enemy Lines II: Axis of Evil,2006
90405,In Time,2011
90428,Margaret,2011
90430,Carnage,2011
90439,Margin Call,2011
90469,Paranormal Activity 3,2011
90471,Puncture,2011
90522,Johnny English Reborn,2011
90524,Abduction,2011
90528,This Must Be the Place,2011
90531,Shame,2011
90576,What's Your Number?,2011
90600,Headhunters (Hodejegerne),2011
90603,Batman: Year One,2011
90630,Miss Representation,2011
90647,Puss in Boots,2011
90717,Tower Heist,2011
90719,J. Edgar,2011
90738,The Double,2011
90746,The Adventures of Tintin,2011
90769,Starsuckers,2009
90809,Tomboy,2011
90863,George Harrison: Living in the Material World,2011
90866,Hugo,2011
90888,Immortals,2011
90890,Jack and Jill,2011
90943,Into the Abyss,2011
90945,The Sign of Four,1987
91077,The Descendants,2011
91079,Like Crazy,2011
91094,The Muppets,2011
91104,The Twilight Saga: Breaking Dawn - Part 1,2011
91126,War Horse,2011
91128,The Rum Diary,2011
91233,Lifted,2006
91261,Hipsters (Stilyagi),2008
91266,Another Cinderella Story,2008
91273,Bunraku,2010
91323,The Sitter,2011
91325,Extremely Loud and Incredibly Close,2011
91337,Play the Game,2009
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens),1994
91355,Asterix and the Vikings (Astérix et les Vikings),2006
91386,Happy Feet Two,2011
91414,Arthur Christmas,2011
91470,Violet & Daisy,2011
91483,Bullet to the Head,2012
91485,The Expendables 2,2012
91488,The Snowman,1982
91500,The Hunger Games,2012
91529,The Dark Knight Rises,2012
91535,The Bourne Legacy,2012
91542,Sherlock Holmes: A Game of Shadows,2011
91571,Coriolanus,2011
91622,Young Adult,2011
91628,New Year's Eve,2011
91630,Mission: Impossible - Ghost Protocol,2011
91653,We Bought a Zoo,2011
91658,The Girl with the Dragon Tattoo,2011
91660,The Darkest Hour,2011
91666,Last Holiday,1950
91671,Alvin and the Chipmunks: Chipwrecked,2011
91688,Salvation Boulevard,2011
91690,Friends with Kids,2011
91784,Girl Walks Into a Bar,2011
91842,Contraband,2012
91860,The Way South (De weg naar het zuiden),1981
91869,Being Elmo: A Puppeteer's Journey,2011
91873,Joyful Noise,2012
91890,The Iron Lady,2011
91935,Albatross,2011
91947,The Revenant,2009
91974,Underworld: Awakening,2012
91976,The Grey,2012
91978,Man on a Ledge,2012
91981,Sacrifice (Zhao shi gu er),2010
92008,Haywire,2011
92046,Contact High,2009
92048,The Whistleblower,2010
92094,Einstein and Eddington,2008
92192,Apollo 18,2011
92198,Seeking Justice,2011
92234,Red Tails,2012
92243,The Flowers of War (Jin líng shí san chai),2011
92259,Intouchables,2011
92264,One for the Money,2012
92309,The Innkeepers,2011
92348,Puss in Boots (Nagagutsu o haita neko),1969
92391,Grave Encounters,2011
92420,Chronicle,2012
92422,The Woman in Black,2012
92427,Woman in Love (Rubbeldiekatz),2011
92439,The Art of Getting By,2011
92475,All Watched Over by Machines of Loving Grace,2011
92494,Dylan Moran: Monster,2004
92507,Safe House,2012
92509,The Vow,2012
92535,Louis C.K.: Live at the Beacon Theater,2011
92637,Pitfall (Otoshiana),1962
92643,Monsieur Lazhar,2011
92665,"For a Good Time, Call...",2012
92674,Janie Jones,2010
92681,Journey 2: The Mysterious Island,2012
92694,Perfect Sense,2011
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki),2001
92760,The Atomic Brain,1963
92938,Ghost Rider: Spirit of Vengeance,2012
92954,Prayers for Bobby,2009
93006,"Very Potter Musical, A",2009
93008,"Very Potter Sequel, A",2010
93022,Miss Nobody,2010
93040,The Civil War,1990
93114,Ro.Go.Pa.G.,1963
93134,The Women on the 6th Floor (Les Femmes du 6ème Étage),2010
93139,Mega Shark vs. Crocosaurus,2010
93193,Red Hill,2010
93208,Mickey's The Prince and the Pauper,1990
93242,Gone,2012
93270,Project X,2012
93272,Dr. Seuss' The Lorax,2012
93287,The Big Year,2011
93297,Act of Valor,2012
93320,Trailer Park Boys,1999
93326,This Means War,2012
93363,John Carter,2012
93443,Goon,2011
93502,The Ledge,2011
93510,21 Jump Street,2012
93512,"Jeff, Who Lives at Home",2012
93563,Lockout,2012
93598,The Snowtown (Snowtown Murders),2011
93610,Space Battleship Yamato,2010
93721,Jiro Dreams of Sushi,2011
93723,Damsels in Distress,2011
93740,Salmon Fishing in the Yemen,2011
93766,Wrath of the Titans,2012
93790,Detachment,2011
93805,Iron Sky,2012
93819,Absentia,2011
93831,American Reunion (American Pie 4),2012
93838,The Raid: Redemption,2011
93840,The Cabin in the Woods,2012
93855,God Bless America,2011
93980,The Three Stooges,2012
93982,The Raven,2012
93988,North & South,2004
94011,The Big Bang,2011
94015,Mirror Mirror,2012
94018,Battleship,2012
94070,The Best Exotic Marigold Hotel,2011
94122,Comic-Con Episode IV: A Fan's Hope,2011
94130,Bully,2011
94150,Hysteria,2011
94160,Dante's Inferno: An Animated Epic,2010
94262,The Atomic Submarine,1959
94266,The Five-Year Engagement,2012
94323,Think Like a Man,2012
94325,The Lucky One,2012
94405,Safe,2012
94478,Dark Shadows,2012
94494,96 Minutes,2011
94503,The Decoy Bride,2011
94661,Rocket Singh: Salesman of the Year,2009
94677,The Dictator,2012
94735,Walking with Monsters,2005
94777,Men in Black III (M.III.B.) (M.I.B.³),2012
94780,Snow White and the Huntsman,2012
94799,Sound of My Voice,2011
94810,Eva,2011
94833,The Pirates! Band of Misfits,2012
94864,Prometheus,2012
94867,The Pact,2012
94896,Bernie,2011
94919,Inhale,2010
94931,Take This Waltz,2011
94953,Wanderlust,2012
94959,Moonrise Kingdom,2012
94985,Get the Gringo,2012
95004,Superman/Doomsday,2007
95067,"Thousand Words, A",2012
95088,Safety Not Guaranteed,2012
95105,Madagascar 3: Europe's Most Wanted,2012
95135,Your Sister's Sister,2011
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),1986
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),1987
95149,Superman/Batman: Public Enemies,2009
95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),1988
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),1990
95167,Brave,2012
95170,Beauty and the Beast: The Enchanted Christmas,1997
95175,Front of the Class,2008
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),1990
95193,Pocahontas II: Journey to a New World,1998
95199,What to Expect When You're Expecting,2012
95201,To Rome with Love,2012
95207,Abraham Lincoln: Vampire Hunter,2012
95218,First Position,2011
95307,Rock of Ages,2012
95309,Seeking a Friend for the End of the World,2012
95311,Presto,2008
95313,Jack-Jack Attack,2005
95377,One Man Band,2005
95441,Ted,2012
95449,Magic Mike,2012
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),1992
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),1991
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),1992
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),1993
95508,Cleanskin,2012
95510,The Amazing Spider-Man,2012
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),1993
95543,Ice Age 4: Continental Drift,2012
95558,Beasts of the Southern Wild,2012
95583,Savages,2012
95624,The Firm,2009
95633,Spirit Camp,2009
95654,Geri's Game,1997
95690,Some Guy Who Kills People,2011
95717,Treasure Island,2012
95720,The Watch,2012
95738,The Adventures of Mary-Kate and Ashley: The Case of the Christmas Caper,1995
95744,2 Days in New York,2012
95761,Killer Joe,2011
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),1994
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),1994
95796,Anaconda: The Offspring,2008
95839,"Christmas Carol, A",1999
95843,Goodbye Charlie,1964
95858,For the Birds,2000
95873,Ruby Sparks,2012
95875,Total Recall,2012
95939,The Angels' Share,2012
95949,The Immature (Immaturi),2011
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),1990
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),1993
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),1997
96020,Sidewalls (Medianeras),2011
96079,Skyfall,2012
96084,Hands Over the City (Le mani sulla città),1963
96110,The Campaign,2012
96114,Brake,2012
96121,Hope Springs,2012
96150,The Queen of Versailles,2012
96281,ParaNorman,2012
96283,Diary of a Wimpy Kid: Dog Days,2012
96373,Broken,2012
96411,6 Days to Air: The Making of South Park,2011
96417,Premium Rush,2012
96430,The Odd Life of Timothy Green,2012
96432,Lawless,2012
96448,Piranha 3DD (a.k.a. Piranha DD),2012
96471,Prime Suspect 3,1993
96488,Searching for Sugar Man,2012
96518,Prime Suspect 6: The Last Witness,2003
96520,Prime Suspect: The Lost Child,1995
96530,Conception,2011
96563,Paradise Lost 3: Purgatory,2011
96567,The Words,2012
96588,Pitch Perfect,2012
96606,Samsara,2011
96608,Runaway Brain,1995
96610,Looper,2012
96616,That's My Boy,2012
96655,Robot & Frank,2012
96691,Resident Evil: Retribution,2012
96726,Lola Versus,2012
96728,The Master,2012
96737,Dredd,2012
96811,End of Watch,2012
96815,V/H/S,2012
96821,The Perks of Being a Wallflower,2012
96829,The Hunt (Jagten),2012
96832,Holy Motors,2012
96861,Taken 2,2012
96917,House at the End of the Street,2012
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),2002
96945,Love Lasts Three Years (L'amour dure trois ans),2011
96964,The Tall Man,2012
96975,LOL,2012
97024,Rust and Bone (De rouille et d'os),2012
97168,Marley,2012
97172,Frankenweenie,2012
97188,Sinister,2012
97194,The Thing: Terror Takes Shape,1998
97225,Hotel Transylvania,2012
97230,Side by Side,2012
97285,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),1960
97304,Argo,2012
97306,Seven Psychopaths,2012
97328,Liberal Arts,2012
97470,Catch .44,2011
97643,[REC]³ 3 Génesis,2012
97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté),2012
97701,Paranormal Activity 4,2012
97742,Alex Cross,2012
97752,Cloud Atlas,2012
97757,'Hellboy': The Seeds of Creation,2004
97785,Silent Hill: Revelation 3D,2012
97836,Here Comes the Boom,2012
97858,Mental,2012
97860,Killing Them Softly,2012
97866,The Imposter,2012
97870,The Sessions (Surrogate),2012
97904,Smashed,2012
97913,Wreck-It Ralph,2012
97921,Silver Linings Playbook,2012
97923,Flight,2012
97936,Anna Karenina,2012
97938,Life of Pi,2012
97950,The Man with the Iron Fists,2012
97988,The Bay,2012
98061,Himizu,2011
98083,Jackass 3.5,2011
98122,Indie Game: The Movie,2012
98124,"Batman: The Dark Knight Returns, Part 1",2012
98154,Lincoln,2012
98160,Nature Calls,2012
98175,Vamps,2012
98203,The Twilight Saga: Breaking Dawn - Part 2,2012
98230,10 Years,2011
98239,Red Dawn,2012
98243,Rise of the Guardians,2012
98279,"Fantastic Fear of Everything, A",2012
98296,Deadfall,2012
98361,Byzantium,2012
98491,Paperman,2012
98499,The Fearless Hyena (Xiao quan guai zhao),1979
98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),1980
98585,Hitchcock,2012
98604,From Up on Poppy Hill (Kokuriko-zaka kara),2011
98607,Redline,2009
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing),1983
98633,My Lucky Stars (Fuk sing go jiu),1985
98697,"Money Money Money (L'aventure, c'est l'aventure)",1972
98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A",2012
98809,The Hobbit: An Unexpected Journey,2012
98836,Hyde Park on Hudson,2012
98908,How to Make Love to a Woman,2010
98961,Zero Dark Thirty,2012
99005,Fire with Fire,2012
99007,Warm Bodies,2013
99030,Wrong,2012
99087,Playing for Keeps,2012
99106,The Guilt Trip,2012
99112,Jack Reacher,2012
99114,Django Unchained,2012
99117,This Is 40,2012
99122,I Bought a Vampire Motorcycle,1990
99130,Ice Cream Man,1995
99145,"The Impossible (Imposible, Lo)",2012
99149,"Misérables, Les",2012
99191,Campfire Tales,1997
99415,Parental Guidance,2012
99437,John Dies at the End,2012
99532,"Misérables, Les",2000
99574,Promised Land,2012
99636,English Vinglish,2012
99638,Fish Story (Fisshu sutôrî),2009
99721,Texas Chainsaw 3D,2013
